iter	Logloss
278	0.32245704
279	0.3224274102
280	0.322412767
281	0.3223839377
282	0.3223796748
283	0.3223693248
284	0.3223485483
285	0.322326694
286	0.3223128399
287	0.3222963108
288	0.3222669073
289	0.3222442563
290	0.3222174312
291	0.3222040222
292	0.3221733373
293	0.3221592621
294	0.322141247
295	0.3221217546
296	0.3220808856
297	0.3220771414
298	0.3220334132
299	0.3220222962
300	0.3220139312
301	0.3220104446
302	0.3220076893
303	0.3219846122
304	0.3219611181
305	0.3219581472
306	0.3219164494
307	0.3218880055
308	0.3218726897
309	0.3218686491
310	0.3218159663
311	0.3218028227
312	0.3217882599
313	0.3217403509
314	0.3217380371
315	0.3217170197
316	0.3216872693
317	0.3216612791
318	0.3216348858
319	0.3216109845
320	0.32156835
321	0.3215596571
322	0.321546835
323	0.3215319626
324	0.3215211866
325	0.3215167571
326	0.3215016135
327	0.3214867767
328	0.3214670791
329	0.3214415106
330	0.3213944
331	0.3213722189
332	0.3213560799
333	0.3213542822
334	0.3213477005
335	0.3213266562
336	0.3213081708
337	0.3212967245
338	0.3212395742
339	0.3212278362
340	0.3212132877
341	0.3212036519
342	0.3211746051
343	0.3211545849
344	0.3211518312
345	0.3211494778
346	0.321135659
347	0.3211121323
348	0.3210544368
349	0.3210164625
350	0.3209958983
351	0.3209612912
352	0.3209473761
353	0.320930898
354	0.3209145181
355	0.3209000386
356	0.3208591891
357	0.320822547
358	0.3208048357
359	0.320791207
360	0.3207762351
361	0.320734216
362	0.3207262849
363	0.3207155467
364	0.3206882901
365	0.3206272319
366	0.3206044772
367	0.3205573898
368	0.3205208361
369	0.3204567027
370	0.3204393746
371	0.3204035178
372	0.3203986659
373	0.3203936548
374	0.3203913551
375	0.3203682518
376	0.3203538446
377	0.3203466178
378	0.3203451832
379	0.3203386601
380	0.3203127839
381	0.3202876427
382	0.320262123
383	0.3202510799
384	0.3202415445
385	0.3202256193
386	0.3202229256
387	0.320189971
388	0.3201660109
389	0.3201492028
390	0.3201387466
391	0.3201256707
392	0.3200929335
393	0.32006298
394	0.3200405917
395	0.3199945564
396	0.3199755712
397	0.319945657
398	0.3199433126
399	0.3199134687
400	0.3199095126
401	0.3198743321
402	0.3198643461
403	0.3198603994
404	0.3198584191
405	0.3198528642
406	0.3198277101
407	0.3198259489
408	0.319815061
409	0.3198024349
410	0.3197943027
411	0.3197877284
412	0.3197678254
413	0.3197657149
414	0.3197565072
415	0.3197100349
416	0.3196945959
417	0.3196931881
418	0.319660211
419	0.3196522124
420	0.3196389479
421	0.3196133628
422	0.3195992768
423	0.3195974753
424	0.3195862509
425	0.3195636176
426	0.3195559648
427	0.3195303666
428	0.3194871451
429	0.3194742046
430	0.3194401498
431	0.3194103645
432	0.3194081438
433	0.3193903598
434	0.3193890874
435	0.3193774904
436	0.3193678391
437	0.3193493913
438	0.3193379344
439	0.3193077296
440	0.3192584878
441	0.3192527431
442	0.3192343835
443	0.3191883687
444	0.3191867211
445	0.3191442904
446	0.3191036066
447	0.3190798259
448	0.3190631324
449	0.3190580619
450	0.3190235355
451	0.3190120086
452	0.3189889889
453	0.3189582213
454	0.3189336293
455	0.3189177229
456	0.3188971968
457	0.318890647
458	0.3188530209
459	0.3188363457
460	0.3188146424
461	0.318812104
462	0.318774324
463	0.3187656397
464	0.3187368978
465	0.3187070675
466	0.318699137
467	0.3186843605
468	0.3186821812
469	0.3186587241
470	0.3186431587
471	0.3186018046
472	0.3185602231
473	0.3185480745
474	0.3185101033
475	0.3184826096
476	0.3184392894
477	0.3184185824
478	0.3184088013
479	0.3183819574
480	0.3183562557
481	0.3183328994
482	0.3183027938
483	0.3182506071
484	0.3182483068
485	0.3182378294
486	0.3182238963
487	0.3182115331
488	0.318185872
489	0.3181769127
490	0.3181661426
491	0.3181541157
492	0.3181207072
493	0.3180693108
494	0.318042691
495	0.3180331181
496	0.317986641
497	0.3179833092
498	0.3179777089
499	0.3179450647
500	0.3179271593
501	0.3179239388
502	0.3178991165
503	0.317870439
504	0.3178586209
505	0.3178546851
506	0.3178495162
507	0.3178113245
508	0.3177910628
509	0.3177877343
510	0.3177758748
511	0.3177711321
512	0.3177643467
513	0.3177524275
514	0.3177412837
515	0.3177196926
516	0.3177034336
517	0.3176972858
518	0.3176732427
519	0.317635754
520	0.3176217992
521	0.3175952898
522	0.3175826281
523	0.3175814382
524	0.3175700328
525	0.3175648795
526	0.317544581
527	0.31752855
528	0.317509947
529	0.3174552588
530	0.3174209119
531	0.3174049443
532	0.3173733663
533	0.3173478762
534	0.3173143567
535	0.3173049996
536	0.3172806517
537	0.3172762363
538	0.3172469479
539	0.3172447742
540	0.3172281402
541	0.3172124977
542	0.3172014042
543	0.3171971619
544	0.3171663512
545	0.3171458578
546	0.3171303443
547	0.3171291127
548	0.3171057575
549	0.3170954725
550	0.3170825715
551	0.3170816564
552	0.3170723794
553	0.3170475842
554	0.3170215751
555	0.3169879577
556	0.3169774819
557	0.3169425768
558	0.3169222492
559	0.3169141574
560	0.3169114836
561	0.3168914933
562	0.3168664608
563	0.3168541004
564	0.3168254753
565	0.3168069248
566	0.3167870924
567	0.3167554485
568	0.3167469135
569	0.3167228007
570	0.3167003143
571	0.3166756393
572	0.3166692997
573	0.3166391168
574	0.3166075291
575	0.3165789205
576	0.3165327989
577	0.3165300907
578	0.3165149001
579	0.3165132971
580	0.3165114219
581	0.3164475564
582	0.3164193955
583	0.3164077472
584	0.3163792112
585	0.3163649711
586	0.3163434564
587	0.3163397335
588	0.3163125954
589	0.3163040401
590	0.3162829397
591	0.3162656873
592	0.3162636577
593	0.3162113944
594	0.3161769538
595	0.3161726451
596	0.316151394
597	0.316140278
598	0.3161303171
599	0.3161066629
600	0.3160725196
601	0.3160552802
602	0.3160364468
603	0.3159915677
604	0.3159891283
605	0.3159641591
606	0.3159375353
607	0.3159171771
608	0.3158826094
609	0.315863926
610	0.3158376102
611	0.3158042178
612	0.3157869005
613	0.3157795007
614	0.3157261846
615	0.3157082612
616	0.3156986275
617	0.3156953617
618	0.3156696583
619	0.3156567986
620	0.3156438483
621	0.3156350939
622	0.315628798
623	0.3156222775
624	0.3156047632
625	0.3156031335
626	0.3155960148
627	0.3155727466
628	0.3155596911
629	0.3155577878
630	0.3155449072
631	0.3155212827
632	0.3155047439
633	0.3154476511
634	0.3154385723
635	0.3154207647
636	0.3154166576
637	0.3154120171
638	0.3154021902
639	0.315393631
640	0.3153559623
641	0.3153074186
642	0.3152654102
643	0.3152642658
644	0.3152443184
645	0.3152368066
646	0.315212681
647	0.3152009147
648	0.3151697897
649	0.3151567437
650	0.3151393723
651	0.3151302366
652	0.3151212425
653	0.3151033367
654	0.3150851592
655	0.315016074
656	0.314995055
657	0.314985182
658	0.3149547162
659	0.3149364606
660	0.314917077
661	0.3149067199
662	0.3148735499
663	0.3148623719
664	0.3148600917
665	0.3148288444
666	0.3148229973
667	0.3148098096
668	0.3147636852
669	0.3147468212
670	0.3147396339
671	0.3147138775
672	0.3146935731
673	0.3146723
674	0.3146708806
675	0.3146314046
676	0.3146194241
677	0.3146150656
678	0.3145936451
679	0.3145867043
680	0.3145686973
681	0.3145664791
682	0.3145413939
683	0.3145105736
684	0.3144520989
685	0.314431706
686	0.3144170173
687	0.3144004621
688	0.3143962513
689	0.3143690033
690	0.3143603067
691	0.3143551501
692	0.314339227
693	0.3143357013
694	0.3143267246
695	0.3143218707
696	0.3142938937
697	0.3142394693
698	0.3142318172
699	0.3142075576
700	0.3141912416
701	0.3141792761
702	0.3141691596
703	0.3141613523
704	0.3141518823
705	0.3141219936
706	0.3141138017
707	0.3140855236
708	0.3140728728
709	0.314035113
710	0.3140279056
711	0.3140132766
712	0.3139984851
713	0.3139886485
714	0.3139669168
715	0.3139417487
716	0.3139015834
717	0.3138575402
718	0.3138234238
719	0.3138223726
720	0.3138158609
721	0.3137964534
722	0.3137857482
723	0.31378452
724	0.3137693813
725	0.3137536987
726	0.3137347124
727	0.313729454
728	0.3137215321
729	0.3136925989
730	0.3136430454
731	0.3136359158
732	0.3136234328
733	0.3136131845
734	0.3135998818
735	0.3135821784
736	0.3135805421
737	0.3135563032
738	0.3135410022
739	0.3135293644
740	0.3135250766
741	0.3135050395
742	0.3135039301
743	0.3134665382
744	0.3134506376
745	0.3134189704
746	0.3134013417
747	0.3133823258
748	0.3133736174
749	0.3133615772
750	0.3133392053
751	0.3133318681
752	0.3133163239
753	0.3132769818
754	0.3132327127
755	0.3132003652
756	0.3131571053
757	0.3131430164
758	0.3131188269
759	0.3131045165
760	0.3130868859
761	0.3130847658
762	0.3130548724
763	0.3130362901
764	0.313013257
765	0.3130039107
766	0.3129766101
767	0.3129609681
768	0.3129552277
769	0.3129442667
770	0.3129036863
771	0.3128973165
772	0.3128721019
773	0.3128393134
774	0.312827554
775	0.3128067707
776	0.3127881982
777	0.3127586591
778	0.3127456338
779	0.3127374958
780	0.3127289464
781	0.3127061672
782	0.3126859027
783	0.3126624681
784	0.3126476501
785	0.3126435863
786	0.3126393374
787	0.3126132718
788	0.312603355
789	0.3125990794
790	0.3125898981
791	0.3125848112
792	0.312575317
793	0.3125652442
794	0.3125487511
795	0.3125472567
796	0.3125466419
797	0.312526995
798	0.3125185516
799	0.3125065152
800	0.3124757371
801	0.3124351409
802	0.3124330681
803	0.3124109381
804	0.3124010162
805	0.3123822896
806	0.3123523503
807	0.3123237066
808	0.3122862929
809	0.3122697773
810	0.3122441749
811	0.3122343344
812	0.3122212028
813	0.3122167697
814	0.3122027689
815	0.3121872686
816	0.3121642879
817	0.3121572848
818	0.3121338269
819	0.3121213776
820	0.3120838681
821	0.3120761914
822	0.3120680398
823	0.3120671436
824	0.3120227233
825	0.3120121118
826	0.3119969429
827	0.3119882914
828	0.3119446865
829	0.3119226426
830	0.311907276
831	0.3118879177
832	0.3118664144
833	0.3118483145
834	0.3118120631
835	0.3118044819
836	0.3117874594
837	0.3117651658
838	0.3116979427
839	0.3116926763
840	0.311681422
841	0.3116728262
842	0.3116553794
843	0.3116156343
844	0.3115683627
845	0.311534815
846	0.3115342137
847	0.3114726214
848	0.3114583685
849	0.3114451498
850	0.3114138996
851	0.3114133214
852	0.3114109611
853	0.3114100796
854	0.3114010227
855	0.3113876982
856	0.3113741022
857	0.3113621832
858	0.3113529572
859	0.3113374333
860	0.3112991296
861	0.3112951925
862	0.3112836771
863	0.3112572257
864	0.3112335037
865	0.3112262985
866	0.3112055813
867	0.3111856846
868	0.3111508003
869	0.3111395566
870	0.3111336455
871	0.3111289466
872	0.3111046693
873	0.311095322
874	0.3110817043
875	0.3110441617
876	0.3110317865
877	0.3109995393
878	0.3109949597
879	0.3109859316
880	0.3109740924
881	0.31096407
882	0.3109429888
883	0.3109361847
884	0.3109249331
885	0.3109106284
886	0.3108913565
887	0.3108697544
888	0.3108424401
889	0.3108388867
890	0.3108362247
891	0.3108250378
892	0.3108106131
893	0.3107970051
894	0.3107524516
895	0.3107307166
896	0.3107220113
897	0.3107199353
898	0.3107071497
899	0.3106781248
900	0.3106555242
901	0.3106436068
902	0.3106251387
903	0.3106027082
904	0.3105860812
905	0.3105832508
906	0.3105723917
907	0.3105353357
908	0.3105296686
909	0.3105180782
910	0.3105089763
911	0.3105028268
912	0.310499124
913	0.3104609903
914	0.3104307513
915	0.3104263936
916	0.3104109713
917	0.3104061965
918	0.3103438607
919	0.3103183133
920	0.3103036206
921	0.3102807165
922	0.3102503893
923	0.3102048439
924	0.3101807939
925	0.3101598436
926	0.3101530844
927	0.3101193438
928	0.3100884387
929	0.3100862862
930	0.3100700608
931	0.3100579595
932	0.3100525663
933	0.3100412501
934	0.3100315091
935	0.3100272623
936	0.310018405
937	0.3100002679
938	0.3099983619
939	0.3099931465
940	0.3099797537
941	0.3099745995
942	0.3099653935
943	0.309954433
944	0.3099383992
945	0.3099157697
946	0.3099136268
947	0.3099080996
948	0.3098777217
949	0.3098557477
950	0.309817434
951	0.3098113684
952	0.3097953895
953	0.3097796003
954	0.3097780215
955	0.3097710857
956	0.3097454205
957	0.3097382713
958	0.3097347863
959	0.3097066477
960	0.3096944429
961	0.3096619668
962	0.3096478091
963	0.3096129591
964	0.3095888555
965	0.309524035
966	0.3095170904
967	0.3094928045
968	0.3094447313
969	0.3094317504
970	0.3094221506
971	0.309418823
972	0.3094077946
973	0.3093983377
974	0.3093930021
975	0.3093910599
976	0.3093431385
977	0.3093262682
978	0.3093235647
979	0.309317662
980	0.3093084838
981	0.3092865977
982	0.3092723201
983	0.3092516242
984	0.3092290471
985	0.3092270413
986	0.3092010585
987	0.3091996682
988	0.3091410395
989	0.309117338
990	0.3091109928
991	0.3090901325
992	0.3090893234
993	0.3090814999
994	0.3090461294
995	0.3090157635
996	0.3090141814
997	0.3090007389
998	0.3089906029
999	0.3089559384
