iter	Logloss
814	0.3180513647
815	0.3180168601
816	0.318004669
817	0.3180034504
818	0.317991228
819	0.3179805027
820	0.3179558501
821	0.3179536026
822	0.3179442349
823	0.3179367101
824	0.317927899
825	0.3179252414
826	0.3179157282
827	0.3179148611
828	0.3179075749
829	0.3179068266
830	0.3178685593
831	0.3178483649
832	0.3178352937
833	0.3178249061
834	0.317811726
835	0.3177951572
836	0.3177869557
837	0.317752461
838	0.3177332153
839	0.3177224883
840	0.3176977444
841	0.3176868019
842	0.3176804929
843	0.3176709453
844	0.317640849
845	0.3176287373
846	0.3176169703
847	0.3176143666
848	0.3176136926
849	0.3175899139
850	0.3175808407
851	0.317573257
852	0.3175679406
853	0.3175463804
854	0.3175380016
855	0.3175271311
856	0.3175157446
857	0.3175149842
858	0.3175031351
859	0.3174837595
860	0.3174745431
861	0.3174671864
862	0.3174583066
863	0.3174507437
864	0.317442248
865	0.3174239381
866	0.3174139482
867	0.3174132332
868	0.3174121614
869	0.3173981535
870	0.3173833701
871	0.3173625814
872	0.3173520008
873	0.3173424382
874	0.3173271756
875	0.3173199075
876	0.3173191156
877	0.3173178267
878	0.3173079544
879	0.3173009947
880	0.3172822312
881	0.3172698793
882	0.3172624423
883	0.3172585054
884	0.3172493127
885	0.3172486709
886	0.3172337619
887	0.3172209167
888	0.317202454
889	0.317194216
890	0.3171790266
891	0.3171709519
892	0.3171559512
893	0.3171452161
894	0.3171340666
895	0.3171310685
896	0.3171238228
897	0.3171169643
898	0.3171099342
899	0.3170784587
900	0.3170696235
901	0.3170512617
902	0.3170451894
903	0.3170394201
904	0.3170387279
905	0.3170319522
906	0.3170149391
907	0.3170142769
908	0.3170074455
909	0.3169976577
910	0.3169959968
911	0.316990735
912	0.3169822732
913	0.316979904
914	0.3169607809
915	0.3169600711
916	0.3169414767
917	0.316940859
918	0.316940175
919	0.3169395839
920	0.3169263112
921	0.3169153444
922	0.3169043032
923	0.3168769593
924	0.316872229
925	0.3168694082
926	0.3168630663
927	0.3168625988
928	0.3168533084
929	0.3168393816
930	0.3168366859
931	0.3168118518
932	0.3167943666
933	0.3167859225
934	0.3167687138
935	0.3167640251
936	0.3167361706
937	0.3167318625
938	0.3166954213
939	0.3166833049
940	0.3166734247
941	0.3166588218
942	0.3166465461
943	0.3166236577
944	0.3165970287
945	0.3165808795
946	0.3165759602
947	0.3165702254
948	0.3165648973
949	0.3165519151
950	0.3165394457
951	0.316526388
952	0.3165092613
953	0.3165051456
954	0.3164973638
955	0.316474887
956	0.3164623174
957	0.3164406532
958	0.3164268174
959	0.316420815
960	0.3164023538
961	0.3163886123
962	0.3163769688
963	0.3163695517
964	0.3163561196
965	0.3163480393
966	0.3163390246
967	0.3163336683
968	0.3163330129
969	0.3163204145
970	0.3162935378
971	0.3162809431
972	0.3162544714
973	0.3162348946
974	0.3162271622
975	0.3162129832
976	0.3162081039
977	0.316206565
978	0.3162052409
979	0.3161882729
980	0.3161732917
981	0.3161666043
982	0.3161580153
983	0.316136725
984	0.316135212
985	0.3161327644
986	0.316100085
987	0.3160939046
988	0.3160855619
989	0.316077362
990	0.3160583904
991	0.3160287863
992	0.3160232314
993	0.3160195219
994	0.3159961998
995	0.3159825421
996	0.315980552
997	0.3159799362
998	0.3159783305
999	0.315958541
